STEPS	|   PROCESS			|  A	|  B  |
19903	|  EMPTYING B 			|  30612	|  0  |
19904	|  POURING A TO B 		|  27613	|  2999  |
19905	|  EMPTYING B 			|  27613	|  0  |
19906	|  POURING A TO B 		|  24614	|  2999  |
19907	|  EMPTYING B 			|  24614	|  0  |
19908	|  POURING A TO B 		|  21615	|  2999  |
19909	|  EMPTYING B 			|  21615	|  0  |
19910	|  POURING A TO B 		|  18616	|  2999  |
19911	|  EMPTYING B 			|  18616	|  0  |
19912	|  POURING A TO B 		|  15617	|  2999  |
19913	|  EMPTYING B 			|  15617	|  0  |
19914	|  POURING A TO B 		|  12618	|  2999  |
19915	|  EMPTYING B 			|  12618	|  0  |
19916	|  POURING A TO B 		|  9619	|  2999  |
19917	|  EMPTYING B 			|  9619	|  0  |
19918	|  POURING A TO B 		|  6620	|  2999  |
19919	|  EMPTYING B 			|  6620	|  0  |
19920	|  POURING A TO B 		|  3621	|  2999  |
19921	|  EMPTYING B 			|  3621	|  0  |
19922	|  POURING A TO B 		|  622	|  2999  |
19923	|  EMPTYING B 			|  622	|  0  |
19924	|  POURING A TO B 		|  0	|  622  |
19925	|  FILLING A FULLY		|  39989	|  622  |
19926	|  POURING A TO B 		|  37612	|  2999  |
19927	|  EMPTYING B 			|  37612	|  0  |
19928	|  POURING A TO B 		|  34613	|  2999  |
19929	|  EMPTYING B 			|  34613	|  0  |
19930	|  POURING A TO B 		|  31614	|  2999  |
19931	|  EMPTYING B 			|  31614	|  0  |
19932	|  POURING A TO B 		|  28615	|  2999  |
19933	|  EMPTYING B 			|  28615	|  0  |
19934	|  POURING A TO B 		|  25616	|  2999  |
19935	|  EMPTYING B 			|  25616	|  0  |
19936	|  POURING A TO B 		|  22617	|  2999  |
19937	|  EMPTYING B 			|  22617	|  0  |
19938	|  POURING A TO B 		|  19618	|  2999  |
19939	|  EMPTYING B 			|  19618	|  0  |
19940	|  POURING A TO B 		|  16619	|  2999  |
19941	|  EMPTYING B 			|  16619	|  0  |
19942	|  POURING A TO B 		|  13620	|  2999  |
19943	|  EMPTYING B 			|  13620	|  0  |
19944	|  POURING A TO B 		|  10621	|  2999  |
19945	|  EMPTYING B 			|  10621	|  0  |
19946	|  POURING A TO B 		|  7622	|  2999  |
19947	|  EMPTYING B 			|  7622	|  0  |
19948	|  POURING A TO B 		|  4623	|  2999  |
19949	|  EMPTYING B 			|  4623	|  0  |
19950	|  POURING A TO B 		|  1624	|  2999  |
19951	|  EMPTYING B 			|  1624	|  0  |
19952	|  POURING A TO B 		|  0	|  1624  |
19953	|  FILLING A FULLY		|  39989	|  1624  |
19954	|  POURING A TO B 		|  38614	|  2999  |
19955	|  EMPTYING B 			|  38614	|  0  |
19956	|  POURING A TO B 		|  35615	|  2999  |
19957	|  EMPTYING B 			|  35615	|  0  |
19958	|  POURING A TO B 		|  32616	|  2999  |
19959	|  EMPTYING B 			|  32616	|  0  |
19960	|  POURING A TO B 		|  29617	|  2999  |
19961	|  EMPTYING B 			|  29617	|  0  |
19962	|  POURING A TO B 		|  26618	|  2999  |
19963	|  EMPTYING B 			|  26618	|  0  |
19964	|  POURING A TO B 		|  23619	|  2999  |
19965	|  EMPTYING B 			|  23619	|  0  |
19966	|  POURING A TO B 		|  20620	|  2999  |
19967	|  EMPTYING B 			|  20620	|  0  |
19968	|  POURING A TO B 		|  17621	|  2999  |
19969	|  EMPTYING B 			|  17621	|  0  |
19970	|  POURING A TO B 		|  14622	|  2999  |
19971	|  EMPTYING B 			|  14622	|  0  |
19972	|  POURING A TO B 		|  11623	|  2999  |
19973	|  EMPTYING B 			|  11623	|  0  |
19974	|  POURING A TO B 		|  8624	|  2999  |
19975	|  EMPTYING B 			|  8624	|  0  |
19976	|  POURING A TO B 		|  5625	|  2999  |
19977	|  EMPTYING B 			|  5625	|  0  |
19978	|  POURING A TO B 		|  2626	|  2999  |
19979	|  EMPTYING B 			|  2626	|  0  |
19980	|  POURING A TO B 		|  0	|  2626  |
19981	|  FILLING A FULLY		|  39989	|  2626  |
19982	|  POURING A TO B 		|  39616	|  2999  |
19983	|  EMPTYING B 			|  39616	|  0  |
19984	|  POURING A TO B 		|  36617	|  2999  |
19985	|  EMPTYING B 			|  36617	|  0  |
19986	|  POURING A TO B 		|  33618	|  2999  |
19987	|  EMPTYING B 			|  33618	|  0  |
19988	|  POURING A TO B 		|  30619	|  2999  |
19989	|  EMPTYING B 			|  30619	|  0  |
19990	|  POURING A TO B 		|  27620	|  2999  |
19991	|  EMPTYING B 			|  27620	|  0  |
19992	|  POURING A TO B 		|  24621	|  2999  |
19993	|  EMPTYING B 			|  24621	|  0  |
19994	|  POURING A TO B 		|  21622	|  2999  |
19995	|  EMPTYING B 			|  21622	|  0  |
19996	|  POURING A TO B 		|  18623	|  2999  |
19997	|  EMPTYING B 			|  18623	|  0  |
19998	|  POURING A TO B 		|  15624	|  2999  |
19999	|  EMPTYING B 			|  15624	|  0  |
20000	|  POURING A TO B 		|  12625	|  2999  |
20001	|  EMPTYING B 			|  12625	|  0  |
20002	|  POURING A TO B 		|  9626	|  2999  |
20003	|  EMPTYING B 			|  9626	|  0  |
20004	|  POURING A TO B 		|  6627	|  2999  |
20005	|  EMPTYING B 			|  6627	|  0  |
20006	|  POURING A TO B 		|  3628	|  2999  |
20007	|  EMPTYING B 			|  3628	|  0  |
20008	|  POURING A TO B 		|  629	|  2999  |
20009	|  EMPTYING B 			|  629	|  0  |
20010	|  POURING A TO B 		|  0	|  629  |
20011	|  FILLING A FULLY		|  39989	|  629  |
20012	|  POURING A TO B 		|  37619	|  2999  |
20013	|  EMPTYING B 			|  37619	|  0  |
20014	|  POURING A TO B 		|  34620	|  2999  |
20015	|  EMPTYING B 			|  34620	|  0  |
20016	|  POURING A TO B 		|  31621	|  2999  |
20017	|  EMPTYING B 			|  31621	|  0  |
20018	|  POURING A TO B 		|  28622	|  2999  |
20019	|  EMPTYING B 			|  28622	|  0  |
20020	|  POURING A TO B 		|  25623	|  2999  |
20021	|  EMPTYING B 			|  25623	|  0  |
20022	|  POURING A TO B 		|  22624	|  2999  |
20023	|  EMPTYING B 			|  22624	|  0  |
20024	|  POURING A TO B 		|  19625	|  2999  |
20025	|  EMPTYING B 			|  19625	|  0  |
20026	|  POURING A TO B 		|  16626	|  2999  |
20027	|  EMPTYING B 			|  16626	|  0  |
20028	|  POURING A TO B 		|  13627	|  2999  |
20029	|  EMPTYING B 			|  13627	|  0  |
20030	|  POURING A TO B 		|  10628	|  2999  |
20031	|  EMPTYING B 			|  10628	|  0  |
20032	|  POURING A TO B 		|  7629	|  2999  |
20033	|  EMPTYING B 			|  7629	|  0  |
20034	|  POURING A TO B 		|  4630	|  2999  |
20035	|  EMPTYING B 			|  4630	|  0  |
20036	|  POURING A TO B 		|  1631	|  2999  |
20037	|  EMPTYING B 			|  1631	|  0  |
20038	|  POURING A TO B 		|  0	|  1631  |
20039	|  FILLING A FULLY		|  39989	|  1631  |
20040	|  POURING A TO B 		|  38621	|  2999  |
20041	|  EMPTYING B 			|  38621	|  0  |
20042	|  POURING A TO B 		|  35622	|  2999  |
20043	|  EMPTYING B 			|  35622	|  0  |
20044	|  POURING A TO B 		|  32623	|  2999  |
20045	|  EMPTYING B 			|  32623	|  0  |
20046	|  POURING A TO B 		|  29624	|  2999  |
20047	|  EMPTYING B 			|  29624	|  0  |
20048	|  POURING A TO B 		|  26625	|  2999  |
20049	|  EMPTYING B 			|  26625	|  0  |
20050	|  POURING A TO B 		|  23626	|  2999  |
20051	|  EMPTYING B 			|  23626	|  0  |
20052	|  POURING A TO B 		|  20627	|  2999  |
20053	|  EMPTYING B 			|  20627	|  0  |
20054	|  POURING A TO B 		|  17628	|  2999  |
20055	|  EMPTYING B 			|  17628	|  0  |
20056	|  POURING A TO B 		|  14629	|  2999  |
20057	|  EMPTYING B 			|  14629	|  0  |
20058	|  POURING A TO B 		|  11630	|  2999  |
20059	|  EMPTYING B 			|  11630	|  0  |
20060	|  POURING A TO B 		|  8631	|  2999  |
20061	|  EMPTYING B 			|  8631	|  0  |
20062	|  POURING A TO B 		|  5632	|  2999  |
20063	|  EMPTYING B 			|  5632	|  0  |
20064	|  POURING A TO B 		|  2633	|  2999  |
20065	|  EMPTYING B 			|  2633	|  0  |
20066	|  POURING A TO B 		|  0	|  2633  |
20067	|  FILLING A FULLY		|  39989	|  2633  |
20068	|  POURING A TO B 		|  39623	|  2999  |
20069	|  EMPTYING B 			|  39623	|  0  |
20070	|  POURING A TO B 		|  36624	|  2999  |
20071	|  EMPTYING B 			|  36624	|  0  |
20072	|  POURING A TO B 		|  33625	|  2999  |
20073	|  EMPTYING B 			|  33625	|  0  |
20074	|  POURING A TO B 		|  30626	|  2999  |
20075	|  EMPTYING B 			|  30626	|  0  |
20076	|  POURING A TO B 		|  27627	|  2999  |
20077	|  EMPTYING B 			|  27627	|  0  |
20078	|  POURING A TO B 		|  24628	|  2999  |
20079	|  EMPTYING B 			|  24628	|  0  |
20080	|  POURING A TO B 		|  21629	|  2999  |
20081	|  EMPTYING B 			|  21629	|  0  |
20082	|  POURING A TO B 		|  18630	|  2999  |
20083	|  EMPTYING B 			|  18630	|  0  |
20084	|  POURING A TO B 		|  15631	|  2999  |
20085	|  EMPTYING B 			|  15631	|  0  |
20086	|  POURING A TO B 		|  12632	|  2999  |
20087	|  EMPTYING B 			|  12632	|  0  |
20088	|  POURING A TO B 		|  9633	|  2999  |
20089	|  EMPTYING B 			|  9633	|  0  |
20090	|  POURING A TO B 		|  6634	|  2999  |
20091	|  EMPTYING B 			|  6634	|  0  |
20092	|  POURING A TO B 		|  3635	|  2999  |
20093	|  EMPTYING B 			|  3635	|  0  |
20094	|  POURING A TO B 		|  636	|  2999  |
20095	|  EMPTYING B 			|  636	|  0  |
20096	|  POURING A TO B 		|  0	|  636  |
20097	|  FILLING A FULLY		|  39989	|  636  |
20098	|  POURING A TO B 		|  37626	|  2999  |
20099	|  EMPTYING B 			|  37626	|  0  |
20100	|  POURING A TO B 		|  34627	|  2999  |
20101	|  EMPTYING B 			|  34627	|  0  |
20102	|  POURING A TO B 		|  31628	|  2999  |
20103	|  EMPTYING B 			|  31628	|  0  |
20104	|  POURING A TO B 		|  28629	|  2999  |
20105	|  EMPTYING B 			|  28629	|  0  |
20106	|  POURING A TO B 		|  25630	|  2999  |
20107	|  EMPTYING B 			|  25630	|  0  |
20108	|  POURING A TO B 		|  22631	|  2999  |
20109	|  EMPTYING B 			|  22631	|  0  |
20110	|  POURING A TO B 		|  19632	|  2999  |
20111	|  EMPTYING B 			|  19632	|  0  |
20112	|  POURING A TO B 		|  16633	|  2999  |
20113	|  EMPTYING B 			|  16633	|  0  |
20114	|  POURING A TO B 		|  13634	|  2999  |
20115	|  EMPTYING B 			|  13634	|  0  |
20116	|  POURING A TO B 		|  10635	|  2999  |
20117	|  EMPTYING B 			|  10635	|  0  |
20118	|  POURING A TO B 		|  7636	|  2999  |
20119	|  EMPTYING B 			|  7636	|  0  |
20120	|  POURING A TO B 		|  4637	|  2999  |
20121	|  EMPTYING B 			|  4637	|  0  |
20122	|  POURING A TO B 		|  1638	|  2999  |
20123	|  EMPTYING B 			|  1638	|  0  |
20124	|  POURING A TO B 		|  0	|  1638  |
20125	|  FILLING A FULLY		|  39989	|  1638  |
20126	|  POURING A TO B 		|  38628	|  2999  |
20127	|  EMPTYING B 			|  38628	|  0  |
20128	|  POURING A TO B 		|  35629	|  2999  |
20129	|  EMPTYING B 			|  35629	|  0  |
20130	|  POURING A TO B 		|  32630	|  2999  |
20131	|  EMPTYING B 			|  32630	|  0  |
20132	|  POURING A TO B 		|  29631	|  2999  |
20133	|  EMPTYING B 			|  29631	|  0  |
20134	|  POURING A TO B 		|  26632	|  2999  |
20135	|  EMPTYING B 			|  26632	|  0  |
20136	|  POURING A TO B 		|  23633	|  2999  |
20137	|  EMPTYING B 			|  23633	|  0  |
20138	|  POURING A TO B 		|  20634	|  2999  |
20139	|  EMPTYING B 			|  20634	|  0  |
20140	|  POURING A TO B 		|  17635	|  2999  |
20141	|  EMPTYING B 			|  17635	|  0  |
20142	|  POURING A TO B 		|  14636	|  2999  |
20143	|  EMPTYING B 			|  14636	|  0  |
20144	|  POURING A TO B 		|  11637	|  2999  |
20145	|  EMPTYING B 			|  11637	|  0  |
20146	|  POURING A TO B 		|  8638	|  2999  |
20147	|  EMPTYING B 			|  8638	|  0  |
20148	|  POURING A TO B 		|  5639	|  2999  |
20149	|  EMPTYING B 			|  5639	|  0  |
20150	|  POURING A TO B 		|  2640	|  2999  |
20151	|  EMPTYING B 			|  2640	|  0  |
20152	|  POURING A TO B 		|  0	|  2640  |
20153	|  FILLING A FULLY		|  39989	|  2640  |
20154	|  POURING A TO B 		|  39630	|  2999  |
20155	|  EMPTYING B 			|  39630	|  0  |
20156	|  POURING A TO B 		|  36631	|  2999  |
20157	|  EMPTYING B 			|  36631	|  0  |
20158	|  POURING A TO B 		|  33632	|  2999  |
20159	|  EMPTYING B 			|  33632	|  0  |
20160	|  POURING A TO B 		|  30633	|  2999  |
20161	|  EMPTYING B 			|  30633	|  0  |
20162	|  POURING A TO B 		|  27634	|  2999  |
20163	|  EMPTYING B 			|  27634	|  0  |
20164	|  POURING A TO B 		|  24635	|  2999  |
20165	|  EMPTYING B 			|  24635	|  0  |
20166	|  POURING A TO B 		|  21636	|  2999  |
20167	|  EMPTYING B 			|  21636	|  0  |
20168	|  POURING A TO B 		|  18637	|  2999  |
20169	|  EMPTYING B 			|  18637	|  0  |
20170	|  POURING A TO B 		|  15638	|  2999  |
20171	|  EMPTYING B 			|  15638	|  0  |
20172	|  POURING A TO B 		|  12639	|  2999  |
20173	|  EMPTYING B 			|  12639	|  0  |
20174	|  POURING A TO B 		|  9640	|  2999  |
20175	|  EMPTYING B 			|  9640	|  0  |
20176	|  POURING A TO B 		|  6641	|  2999  |
20177	|  EMPTYING B 			|  6641	|  0  |
20178	|  POURING A TO B 		|  3642	|  2999  |
20179	|  EMPTYING B 			|  3642	|  0  |
20180	|  POURING A TO B 		|  643	|  2999  |
20181	|  EMPTYING B 			|  643	|  0  |
20182	|  POURING A TO B 		|  0	|  643  |
20183	|  FILLING A FULLY		|  39989	|  643  |
20184	|  POURING A TO B 		|  37633	|  2999  |
20185	|  EMPTYING B 			|  37633	|  0  |
20186	|  POURING A TO B 		|  34634	|  2999  |
20187	|  EMPTYING B 			|  34634	|  0  |
20188	|  POURING A TO B 		|  31635	|  2999  |
20189	|  EMPTYING B 			|  31635	|  0  |
20190	|  POURING A TO B 		|  28636	|  2999  |
20191	|  EMPTYING B 			|  28636	|  0  |
20192	|  POURING A TO B 		|  25637	|  2999  |
20193	|  EMPTYING B 			|  25637	|  0  |
20194	|  POURING A TO B 		|  22638	|  2999  |
20195	|  EMPTYING B 			|  22638	|  0  |
20196	|  POURING A TO B 		|  19639	|  2999  |
20197	|  EMPTYING B 			|  19639	|  0  |
20198	|  POURING A TO B 		|  16640	|  2999  |
20199	|  EMPTYING B 			|  16640	|  0  |
20200	|  POURING A TO B 		|  13641	|  2999  |
20201	|  EMPTYING B 			|  13641	|  0  |
20202	|  POURING A TO B 		|  10642	|  2999  |
20203	|  EMPTYING B 			|  10642	|  0  |
20204	|  POURING A TO B 		|  7643	|  2999  |
20205	|  EMPTYING B 			|  7643	|  0  |
20206	|  POURING A TO B 		|  4644	|  2999  |
20207	|  EMPTYING B 			|  4644	|  0  |
20208	|  POURING A TO B 		|  1645	|  2999  |
20209	|  EMPTYING B 			|  1645	|  0  |
20210	|  POURING A TO B 		|  0	|  1645  |
20211	|  FILLING A FULLY		|  39989	|  1645  |
20212	|  POURING A TO B 		|  38635	|  2999  |
20213	|  EMPTYING B 			|  38635	|  0  |
20214	|  POURING A TO B 		|  35636	|  2999  |
20215	|  EMPTYING B 			|  35636	|  0  |
20216	|  POURING A TO B 		|  32637	|  2999  |
20217	|  EMPTYING B 			|  32637	|  0  |
20218	|  POURING A TO B 		|  29638	|  2999  |
20219	|  EMPTYING B 			|  29638	|  0  |
20220	|  POURING A TO B 		|  26639	|  2999  |
20221	|  EMPTYING B 			|  26639	|  0  |
20222	|  POURING A TO B 		|  23640	|  2999  |
20223	|  EMPTYING B 			|  23640	|  0  |
20224	|  POURING A TO B 		|  20641	|  2999  |
20225	|  EMPTYING B 			|  20641	|  0  |
20226	|  POURING A TO B 		|  17642	|  2999  |
20227	|  EMPTYING B 			|  17642	|  0  |
20228	|  POURING A TO B 		|  14643	|  2999  |
20229	|  EMPTYING B 			|  14643	|  0  |
20230	|  POURING A TO B 		|  11644	|  2999  |
20231	|  EMPTYING B 			|  11644	|  0  |
20232	|  POURING A TO B 		|  8645	|  2999  |
20233	|  EMPTYING B 			|  8645	|  0  |
20234	|  POURING A TO B 		|  5646	|  2999  |
20235	|  EMPTYING B 			|  5646	|  0  |
20236	|  POURING A TO B 		|  2647	|  2999  |
20237	|  EMPTYING B 			|  2647	|  0  |
20238	|  POURING A TO B 		|  0	|  2647  |
20239	|  FILLING A FULLY		|  39989	|  2647  |
20240	|  POURING A TO B 		|  39637	|  2999  |
20241	|  EMPTYING B 			|  39637	|  0  |
20242	|  POURING A TO B 		|  36638	|  2999  |
20243	|  EMPTYING B 			|  36638	|  0  |
20244	|  POURING A TO B 		|  33639	|  2999  |
20245	|  EMPTYING B 			|  33639	|  0  |
20246	|  POURING A TO B 		|  30640	|  2999  |
20247	|  EMPTYING B 			|  30640	|  0  |
20248	|  POURING A TO B 		|  27641	|  2999  |
20249	|  EMPTYING B 			|  27641	|  0  |
20250	|  POURING A TO B 		|  24642	|  2999  |
20251	|  EMPTYING B 			|  24642	|  0  |
20252	|  POURING A TO B 		|  21643	|  2999  |
20253	|  EMPTYING B 			|  21643	|  0  |
20254	|  POURING A TO B 		|  18644	|  2999  |
20255	|  EMPTYING B 			|  18644	|  0  |
20256	|  POURING A TO B 		|  15645	|  2999  |
20257	|  EMPTYING B 			|  15645	|  0  |
20258	|  POURING A TO B 		|  12646	|  2999  |
20259	|  EMPTYING B 			|  12646	|  0  |
20260	|  POURING A TO B 		|  9647	|  2999  |
20261	|  EMPTYING B 			|  9647	|  0  |
20262	|  POURING A TO B 		|  6648	|  2999  |
20263	|  EMPTYING B 			|  6648	|  0  |
20264	|  POURING A TO B 		|  3649	|  2999  |
20265	|  EMPTYING B 			|  3649	|  0  |
20266	|  POURING A TO B 		|  650	|  2999  |
20267	|  EMPTYING B 			|  650	|  0  |
20268	|  POURING A TO B 		|  0	|  650  |
20269	|  FILLING A FULLY		|  39989	|  650  |
20270	|  POURING A TO B 		|  37640	|  2999  |
20271	|  EMPTYING B 			|  37640	|  0  |
20272	|  POURING A TO B 		|  34641	|  2999  |
20273	|  EMPTYING B 			|  34641	|  0  |
20274	|  POURING A TO B 		|  31642	|  2999  |
20275	|  EMPTYING B 			|  31642	|  0  |
20276	|  POURING A TO B 		|  28643	|  2999  |
20277	|  EMPTYING B 			|  28643	|  0  |
20278	|  POURING A TO B 		|  25644	|  2999  |
20279	|  EMPTYING B 			|  25644	|  0  |
20280	|  POURING A TO B 		|  22645	|  2999  |
20281	|  EMPTYING B 			|  22645	|  0  |
20282	|  POURING A TO B 		|  19646	|  2999  |
20283	|  EMPTYING B 			|  19646	|  0  |
20284	|  POURING A TO B 		|  16647	|  2999  |
20285	|  EMPTYING B 			|  16647	|  0  |
20286	|  POURING A TO B 		|  13648	|  2999  |
20287	|  EMPTYING B 			|  13648	|  0  |
20288	|  POURING A TO B 		|  10649	|  2999  |
20289	|  EMPTYING B 			|  10649	|  0  |
20290	|  POURING A TO B 		|  7650	|  2999  |
20291	|  EMPTYING B 			|  7650	|  0  |
20292	|  POURING A TO B 		|  4651	|  2999  |
20293	|  EMPTYING B 			|  4651	|  0  |
20294	|  POURING A TO B 		|  1652	|  2999  |
20295	|  EMPTYING B 			|  1652	|  0  |
20296	|  POURING A TO B 		|  0	|  1652  |
20297	|  FILLING A FULLY		|  39989	|  1652  |
20298	|  POURING A TO B 		|  38642	|  2999  |
20299	|  EMPTYING B 			|  38642	|  0  |
20300	|  POURING A TO B 		|  35643	|  2999  |
20301	|  EMPTYING B 			|  35643	|  0  |
20302	|  POURING A TO B 		|  32644	|  2999  |
20303	|  EMPTYING B 			|  32644	|  0  |
20304	|  POURING A TO B 		|  29645	|  2999  |
20305	|  EMPTYING B 			|  29645	|  0  |
20306	|  POURING A TO B 		|  26646	|  2999  |
20307	|  EMPTYING B 			|  26646	|  0  |
20308	|  POURING A TO B 		|  23647	|  2999  |
20309	|  EMPTYING B 			|  23647	|  0  |
20310	|  POURING A TO B 		|  20648	|  2999  |
20311	|  EMPTYING B 			|  20648	|  0  |
20312	|  POURING A TO B 		|  17649	|  2999  |
20313	|  EMPTYING B 			|  17649	|  0  |
20314	|  POURING A TO B 		|  14650	|  2999  |
20315	|  EMPTYING B 			|  14650	|  0  |
20316	|  POURING A TO B 		|  11651	|  2999  |
20317	|  EMPTYING B 			|  11651	|  0  |
20318	|  POURING A TO B 		|  8652	|  2999  |
20319	|  EMPTYING B 			|  8652	|  0  |
20320	|  POURING A TO B 		|  5653	|  2999  |
20321	|  EMPTYING B 			|  5653	|  0  |
20322	|  POURING A TO B 		|  2654	|  2999  |
20323	|  EMPTYING B 			|  2654	|  0  |
20324	|  POURING A TO B 		|  0	|  2654  |
20325	|  FILLING A FULLY		|  39989	|  2654  |
20326	|  POURING A TO B 		|  39644	|  2999  |
20327	|  EMPTYING B 			|  39644	|  0  |
20328	|  POURING A TO B 		|  36645	|  2999  |
20329	|  EMPTYING B 			|  36645	|  0  |
20330	|  POURING A TO B 		|  33646	|  2999  |
20331	|  EMPTYING B 			|  33646	|  0  |
20332	|  POURING A TO B 		|  30647	|  2999  |
20333	|  EMPTYING B 			|  30647	|  0  |
20334	|  POURING A TO B 		|  27648	|  2999  |
20335	|  EMPTYING B 			|  27648	|  0  |
20336	|  POURING A TO B 		|  24649	|  2999  |
20337	|  EMPTYING B 			|  24649	|  0  |
20338	|  POURING A TO B 		|  21650	|  2999  |
20339	|  EMPTYING B 			|  21650	|  0  |
20340	|  POURING A TO B 		|  18651	|  2999  |
20341	|  EMPTYING B 			|  18651	|  0  |
20342	|  POURING A TO B 		|  15652	|  2999  |
20343	|  EMPTYING B 			|  15652	|  0  |
20344	|  POURING A TO B 		|  12653	|  2999  |
20345	|  EMPTYING B 			|  12653	|  0  |
20346	|  POURING A TO B 		|  9654	|  2999  |
20347	|  EMPTYING B 			|  9654	|  0  |
20348	|  POURING A TO B 		|  6655	|  2999  |
20349	|  EMPTYING B 			|  6655	|  0  |
20350	|  POURING A TO B 		|  3656	|  2999  |
20351	|  EMPTYING B 			|  3656	|  0  |
20352	|  POURING A TO B 		|  657	|  2999  |
20353	|  EMPTYING B 			|  657	|  0  |
20354	|  POURING A TO B 		|  0	|  657  |
20355	|  FILLING A FULLY		|  39989	|  657  |
20356	|  POURING A TO B 		|  37647	|  2999  |
20357	|  EMPTYING B 			|  37647	|  0  |
20358	|  POURING A TO B 		|  34648	|  2999  |
20359	|  EMPTYING B 			|  34648	|  0  |
20360	|  POURING A TO B 		|  31649	|  2999  |
20361	|  EMPTYING B 			|  31649	|  0  |
20362	|  POURING A TO B 		|  28650	|  2999  |
20363	|  EMPTYING B 			|  28650	|  0  |
20364	|  POURING A TO B 		|  25651	|  2999  |
20365	|  EMPTYING B 			|  25651	|  0  |
20366	|  POURING A TO B 		|  22652	|  2999  |
20367	|  EMPTYING B 			|  22652	|  0  |
20368	|  POURING A TO B 		|  19653	|  2999  |
20369	|  EMPTYING B 			|  19653	|  0  |
20370	|  POURING A TO B 		|  16654	|  2999  |
20371	|  EMPTYING B 			|  16654	|  0  |
20372	|  POURING A TO B 		|  13655	|  2999  |
20373	|  EMPTYING B 			|  13655	|  0  |
20374	|  POURING A TO B 		|  10656	|  2999  |
20375	|  EMPTYING B 			|  10656	|  0  |
20376	|  POURING A TO B 		|  7657	|  2999  |
20377	|  EMPTYING B 			|  7657	|  0  |
20378	|  POURING A TO B 		|  4658	|  2999  |
20379	|  EMPTYING B 			|  4658	|  0  |
20380	|  POURING A TO B 		|  1659	|  2999  |
20381	|  EMPTYING B 			|  1659	|  0  |
20382	|  POURING A TO B 		|  0	|  1659  |
